order_item_id,order_id,product_id,quantity,unit_price,discount
329,129,6,2,23477.27,10.0
330,130,71,2,48097.15,15.0
331,130,43,4,19550.36,5.0
332,130,30,4,29540.77,15.0
333,131,88,1,9404.09,10.0
334,131,63,1,17704.09,20.0
335,132,64,3,47322.35,15.0
336,132,7,1,35676.25,15.0
337,132,59,4,2005.93,0.0
338,132,97,4,48283.78,15.0
339,133,73,1,1218.25,0.0
340,133,62,3,49282.11,5.0
341,134,43,3,19550.36,0.0
342,135,86,3,19658.07,5.0
343,135,8,1,22821.11,15.0
344,135,15,2,38780.21,0.0
345,135,41,1,7195.64,10.0
346,136,40,1,48648.82,15.0
347,137,38,4,45556.45,5.0
348,137,6,4,23477.27,10.0
349,137,77,4,15588.88,0.0
350,138,28,3,51188.01,10.0
351,138,19,1,5338.31,5.0
352,138,43,2,19550.36,5.0
353,138,99,4,9112.95,5.0
354,139,79,4,59063.2,15.0
355,139,80,3,49525.87,10.0
356,139,90,3,9479.51,0.0
357,140,13,1,10699.88,5.0
358,140,53,4,29550.3,15.0
359,141,25,4,24414.21,15.0
360,141,59,3,2005.93,20.0
361,141,36,3,29220.56,5.0
362,141,89,3,8490.11,10.0
363,142,52,3,11464.42,20.0
364,143,58,2,33801.25,5.0
365,143,98,4,8416.8,20.0
366,143,17,3,51126.99,5.0
367,144,86,4,19658.07,0.0
368,144,17,3,51126.99,0.0
369,144,58,4,33801.25,15.0
370,144,74,1,14704.14,20.0
371,145,9,1,6781.71,10.0
372,145,55,3,26946.51,20.0
373,146,75,1,40520.0,5.0
374,147,13,3,10699.88,20.0
375,148,84,1,48821.23,0.0
376,148,6,4,23477.27,0.0
377,148,59,4,2005.93,15.0
378,149,53,2,29550.3,20.0
379,149,9,4,6781.71,0.0
380,149,42,3,17365.38,15.0
381,150,56,4,51601.9,15.0
382,150,89,3,8490.11,0.0
383,150,76,2,22659.67,0.0
384,151,23,4,30218.35,0.0
385,151,100,3,47242.23,15.0
386,151,81,2,46748.32,0.0
387,152,7,4,35676.25,20.0
388,152,68,4,50546.01,20.0
389,153,98,1,8416.8,5.0
390,153,32,3,47773.55,20.0
391,153,64,1,47322.35,15.0
392,153,42,4,17365.38,20.0
393,154,16,1,20180.87,20.0
394,154,48,1,55719.32,5.0
395,154,91,1,19216.8,15.0
396,154,95,1,7395.63,15.0
397,155,37,1,4157.84,0.0
398,155,77,4,15588.88,20.0
399,155,31,2,41426.86,20.0
400,155,89,1,8490.11,20.0
401,156,4,4,13786.06,5.0
402,157,76,1,22659.67,0.0
403,157,34,2,1627.35,15.0
404,158,15,3,38780.21,10.0
405,159,2,3,37058.41,0.0
406,159,24,1,61484.98,20.0
407,160,74,4,14704.14,10.0
408,160,35,3,40574.09,10.0
409,161,35,4,40574.09,20.0
410,161,65,1,25655.99,20.0
411,161,62,4,49282.11,5.0
412,161,82,4,60550.55,10.0
413,162,37,3,4157.84,15.0
414,162,23,3,30218.35,10.0
415,163,88,2,9404.09,20.0
416,163,72,4,3049.09,20.0
417,164,47,1,23051.77,20.0
418,165,24,4,61484.98,20.0
419,165,9,4,6781.71,20.0
420,165,74,4,14704.14,10.0
421,166,12,4,18914.62,15.0
422,166,69,1,9404.11,15.0
423,166,34,3,1627.35,10.0
424,166,80,3,49525.87,20.0
425,167,57,4,28954.69,15.0
426,167,65,3,25655.99,15.0
427,167,40,3,48648.82,10.0
428,168,50,4,15587.26,20.0
429,168,34,2,1627.35,0.0
430,168,73,2,1218.25,15.0
431,169,50,2,15587.26,10.0
432,169,65,3,25655.99,15.0
433,169,77,1,15588.88,5.0
434,169,8,2,22821.11,5.0
435,170,32,3,47773.55,15.0
436,170,35,2,40574.09,20.0
437,171,12,2,18914.62,5.0
438,171,72,2,3049.09,0.0
439,172,73,2,1218.25,10.0
440,172,68,3,50546.01,15.0
441,173,89,4,8490.11,5.0
442,173,67,2,44330.85,15.0
443,174,54,4,14466.19,10.0
444,174,23,4,30218.35,10.0
445,174,10,1,36772.23,0.0
446,175,94,3,21142.54,5.0
447,175,38,3,45556.45,10.0
448,176,47,1,23051.77,20.0
449,177,87,4,9968.06,15.0
450,177,93,3,35451.03,20.0
451,177,22,4,17067.94,20.0
452,178,3,4,4965.67,5.0
453,179,5,4,55145.14,10.0
454,179,63,3,17704.09,10.0
455,180,94,2,21142.54,15.0
456,180,55,3,26946.51,0.0
457,181,64,4,47322.35,15.0
458,181,70,3,1424.63,5.0
459,182,82,1,60550.55,0.0
460,182,47,1,23051.77,0.0
461,183,29,2,4861.83,0.0
462,183,63,1,17704.09,0.0
463,183,56,1,51601.9,10.0
464,184,18,4,39067.76,5.0
465,184,44,1,49431.27,5.0
466,184,60,1,6814.56,5.0
467,185,78,2,27415.0,10.0
468,185,72,2,3049.09,0.0
469,186,48,3,55719.32,20.0
470,186,26,4,44612.14,0.0
471,187,97,4,48283.78,10.0
472,188,52,3,11464.42,0.0
473,188,54,3,14466.19,15.0
474,189,12,2,18914.62,10.0
475,189,15,4,38780.21,0.0
476,190,84,3,48821.23,0.0
477,191,78,2,27415.0,20.0
478,191,14,3,18638.1,15.0
479,191,80,1,49525.87,15.0
480,192,29,3,4861.83,0.0
481,192,76,3,22659.67,10.0
482,192,14,3,18638.1,5.0
483,193,26,4,44612.14,15.0
484,193,60,4,6814.56,20.0
485,193,56,1,51601.9,5.0
486,194,1,4,61223.09,5.0
487,194,70,2,1424.63,10.0
488,194,46,2,39469.51,0.0
489,195,81,1,46748.32,0.0
490,195,82,1,60550.55,20.0
491,195,73,3,1218.25,5.0
492,196,25,1,24414.21,5.0
493,196,10,3,36772.23,5.0
494,196,31,3,41426.86,15.0
495,196,59,4,2005.93,20.0
496,197,70,3,1424.63,10.0
497,198,81,1,46748.32,0.0
498,198,90,3,9479.51,15.0
499,198,37,3,4157.84,5.0
500,198,15,4,38780.21,15.0
501,199,51,3,9186.86,10.0
502,199,34,1,1627.35,15.0
503,199,46,4,39469.51,10.0
504,199,24,1,61484.98,0.0
505,200,32,4,47773.55,0.0
506,200,67,1,44330.85,0.0
507,201,16,1,20180.87,15.0
508,201,97,1,48283.78,5.0
509,201,49,2,6186.77,15.0
510,201,31,3,41426.86,15.0
511,202,100,3,47242.23,10.0
512,202,39,2,60636.43,20.0
513,203,97,3,48283.78,5.0
514,204,36,1,29220.56,15.0
515,204,75,4,40520.0,10.0
516,204,35,1,40574.09,10.0
517,205,62,3,49282.11,15.0
518,205,82,3,60550.55,5.0
519,206,5,4,55145.14,10.0
520,206,38,3,45556.45,0.0
521,206,40,2,48648.82,15.0
522,207,95,1,7395.63,5.0
523,207,47,4,23051.77,10.0
524,207,91,4,19216.8,20.0
525,208,87,2,9968.06,20.0
526,209,45,3,13140.29,0.0
527,209,12,3,18914.62,0.0
528,209,8,1,22821.11,10.0
529,210,65,1,25655.99,20.0
530,210,86,2,19658.07,15.0
531,210,98,4,8416.8,15.0
532,211,17,4,51126.99,0.0
533,211,55,2,26946.51,20.0
534,211,62,3,49282.11,15.0
535,211,1,3,61223.09,20.0
536,212,97,3,48283.78,0.0
537,212,52,3,11464.42,20.0
538,213,84,1,48821.23,20.0
539,214,72,2,3049.09,5.0
540,214,12,1,18914.62,10.0
541,214,15,2,38780.21,0.0
542,214,57,2,28954.69,0.0
543,215,37,3,4157.84,5.0
544,215,87,4,9968.06,10.0
545,215,97,2,48283.78,10.0
546,215,47,4,23051.77,0.0
547,216,79,4,59063.2,5.0
548,216,76,3,22659.67,0.0
549,216,81,2,46748.32,5.0
550,216,99,2,9112.95,10.0
551,217,55,4,26946.51,5.0
552,217,15,2,38780.21,0.0
553,217,43,2,19550.36,0.0
554,218,57,3,28954.69,15.0
555,218,65,4,25655.99,10.0
556,218,14,2,18638.1,0.0
557,218,24,4,61484.98,10.0
558,219,31,1,41426.86,5.0
559,219,33,3,29766.53,0.0
560,219,87,2,9968.06,20.0
561,219,94,1,21142.54,0.0
562,220,3,1,4965.67,20.0
563,220,2,1,37058.41,10.0
564,221,65,1,25655.99,20.0
565,221,62,1,49282.11,0.0
566,221,36,1,29220.56,0.0
567,222,58,3,33801.25,0.0
568,223,53,4,29550.3,5.0
569,223,80,1,49525.87,15.0
570,223,10,3,36772.23,0.0
571,223,68,1,50546.01,0.0
572,224,62,1,49282.11,15.0
573,225,98,3,8416.8,5.0
574,226,7,1,35676.25,15.0
575,226,6,2,23477.27,0.0
576,227,55,2,26946.51,20.0
577,227,20,3,8509.0,10.0
578,227,74,4,14704.14,20.0
579,228,98,1,8416.8,0.0
580,229,37,4,4157.84,15.0
581,230,39,1,60636.43,20.0
582,230,9,3,6781.71,10.0
583,230,52,1,11464.42,15.0
584,231,67,3,44330.85,20.0
585,231,39,2,60636.43,0.0
586,232,6,3,23477.27,5.0
587,233,69,1,9404.11,5.0
588,234,25,4,24414.21,10.0
589,234,51,1,9186.86,0.0
590,234,32,1,47773.55,5.0
591,234,7,2,35676.25,15.0
592,235,30,2,29540.77,5.0
593,235,72,4,3049.09,5.0
594,236,66,4,2891.58,0.0
595,236,95,1,7395.63,10.0
596,237,75,2,40520.0,15.0
597,237,19,2,5338.31,15.0
598,237,16,3,20180.87,15.0
599,238,74,3,14704.14,20.0
600,238,77,4,15588.88,15.0
601,239,20,4,8509.0,10.0
602,239,79,1,59063.2,0.0
603,239,72,3,3049.09,10.0
604,239,29,3,4861.83,0.0
605,240,1,1,61223.09,15.0
606,240,31,1,41426.86,10.0
607,241,34,3,1627.35,15.0
608,241,20,3,8509.0,10.0
609,241,57,4,28954.69,5.0
610,241,28,1,51188.01,15.0
611,242,43,4,19550.36,10.0
612,242,97,4,48283.78,10.0
613,242,40,1,48648.82,20.0
614,243,59,4,2005.93,10.0
615,243,70,1,1424.63,0.0
616,243,36,4,29220.56,10.0
617,244,81,3,46748.32,0.0
618,244,62,1,49282.11,15.0
619,245,72,1,3049.09,5.0
620,246,100,1,47242.23,0.0
621,246,78,4,27415.0,0.0
622,246,62,3,49282.11,10.0
623,247,42,4,17365.38,10.0
624,247,5,4,55145.14,20.0
625,247,11,1,14798.13,10.0
626,247,48,2,55719.32,10.0
627,248,50,2,15587.26,0.0
628,248,56,4,51601.9,15.0
629,249,8,4,22821.11,0.0
630,249,40,1,48648.82,20.0
631,250,75,3,40520.0,10.0
632,250,4,4,13786.06,5.0
633,250,49,2,6186.77,0.0
634,251,70,3,1424.63,10.0
635,251,53,2,29550.3,10.0
636,251,35,4,40574.09,5.0
637,252,5,3,55145.14,10.0
638,252,56,3,51601.9,0.0
639,253,31,2,41426.86,20.0
640,253,48,4,55719.32,10.0
641,253,23,4,30218.35,20.0
642,253,16,4,20180.87,5.0
643,254,10,3,36772.23,10.0
644,254,35,4,40574.09,15.0
645,255,84,2,48821.23,10.0
646,256,18,1,39067.76,0.0
647,256,3,3,4965.67,0.0
648,256,43,2,19550.36,20.0
649,256,63,3,17704.09,20.0
650,257,24,1,61484.98,20.0
651,257,62,1,49282.11,5.0
652,258,32,2,47773.55,20.0
653,258,43,3,19550.36,20.0
654,259,95,1,7395.63,20.0
655,259,64,2,47322.35,0.0
656,259,11,3,14798.13,0.0
657,259,81,2,46748.32,15.0
658,260,37,1,4157.84,20.0
659,260,84,2,48821.23,0.0
660,260,45,1,13140.29,0.0
661,261,7,1,35676.25,0.0
662,261,45,2,13140.29,15.0
663,261,62,3,49282.11,5.0
664,261,22,3,17067.94,15.0
665,262,75,2,40520.0,0.0
666,263,70,4,1424.63,5.0
667,263,77,2,15588.88,0.0
668,264,79,2,59063.2,5.0
669,264,20,2,8509.0,20.0
670,264,82,3,60550.55,15.0
671,264,56,4,51601.9,20.0
672,265,99,2,9112.95,20.0
673,265,93,4,35451.03,15.0
674,265,65,4,25655.99,5.0
675,265,89,2,8490.11,20.0
676,266,85,2,29027.72,15.0
677,266,20,4,8509.0,0.0
678,266,92,1,51582.74,15.0
679,266,50,2,15587.26,20.0
680,267,35,1,40574.09,15.0
681,268,32,1,47773.55,15.0
682,268,16,1,20180.87,10.0
683,268,84,1,48821.23,10.0
684,268,5,2,55145.14,15.0
685,269,63,3,17704.09,20.0
686,269,60,2,6814.56,0.0
687,269,99,3,9112.95,10.0
688,269,48,2,55719.32,0.0
689,270,27,2,4568.95,10.0
690,270,58,1,33801.25,20.0
691,270,83,2,26329.7,10.0
692,270,74,2,14704.14,10.0
693,271,38,2,45556.45,0.0
694,271,73,3,1218.25,15.0
695,271,27,3,4568.95,20.0
696,271,86,4,19658.07,20.0
697,272,89,2,8490.11,10.0
698,273,29,4,4861.83,20.0
699,273,88,2,9404.09,15.0
700,274,49,3,6186.77,20.0
701,274,74,1,14704.14,15.0
702,274,69,2,9404.11,10.0
703,275,27,1,4568.95,10.0
704,275,50,4,15587.26,10.0
705,275,35,3,40574.09,5.0
706,275,87,1,9968.06,15.0
707,276,43,3,19550.36,10.0
708,276,51,1,9186.86,5.0
709,276,13,2,10699.88,10.0
710,276,95,1,7395.63,15.0
711,277,28,2,51188.01,20.0
712,277,88,2,9404.09,15.0
713,278,28,2,51188.01,5.0
714,278,37,4,4157.84,10.0
715,278,21,3,20716.8,15.0
716,278,63,1,17704.09,20.0
717,279,66,3,2891.58,0.0
718,279,44,1,49431.27,20.0
719,280,28,2,51188.01,5.0
720,280,15,2,38780.21,0.0
721,280,13,3,10699.88,15.0
722,281,38,2,45556.45,15.0
723,281,20,2,8509.0,0.0
724,281,31,1,41426.86,10.0
725,281,14,3,18638.1,20.0
726,282,21,1,20716.8,0.0
727,282,31,1,41426.86,15.0
728,282,11,3,14798.13,20.0
729,282,16,1,20180.87,5.0
730,283,14,2,18638.1,0.0
731,283,65,2,25655.99,15.0
732,284,43,4,19550.36,0.0
733,284,95,1,7395.63,10.0
734,284,49,2,6186.77,5.0
735,285,88,3,9404.09,15.0
736,286,35,3,40574.09,10.0
737,287,41,4,7195.64,0.0
738,287,79,2,59063.2,0.0
739,287,66,1,2891.58,5.0
740,288,47,4,23051.77,0.0
741,289,32,3,47773.55,10.0
742,289,44,3,49431.27,5.0
743,289,59,1,2005.93,10.0
744,289,40,4,48648.82,5.0
745,290,83,3,26329.7,20.0
746,290,75,4,40520.0,20.0
747,290,57,4,28954.69,5.0
748,290,24,1,61484.98,0.0
749,291,70,3,1424.63,10.0
750,292,69,2,9404.11,15.0
751,293,30,1,29540.77,5.0
752,294,48,3,55719.32,10.0
753,294,44,1,49431.27,15.0
754,294,27,4,4568.95,10.0
755,294,28,1,51188.01,15.0
756,295,16,1,20180.87,10.0
757,295,22,2,17067.94,20.0
758,295,34,2,1627.35,5.0
759,295,74,4,14704.14,15.0
760,296,78,1,27415.0,15.0
761,296,94,4,21142.54,20.0
762,296,87,3,9968.06,10.0
763,297,12,2,18914.62,10.0
764,297,1,2,61223.09,5.0
765,297,5,2,55145.14,5.0
766,298,75,4,40520.0,15.0
767,298,10,1,36772.23,20.0
768,298,47,3,23051.77,20.0
769,299,66,2,2891.58,5.0
770,299,2,3,37058.41,15.0
771,299,46,2,39469.51,20.0
772,299,25,3,24414.21,0.0
773,300,9,3,6781.71,10.0
774,300,84,2,48821.23,10.0
775,301,38,1,45556.45,10.0
776,302,33,3,29766.53,20.0
777,302,7,4,35676.25,15.0
778,302,90,1,9479.51,0.0
779,303,92,4,51582.74,15.0
780,303,25,1,24414.21,0.0
781,303,69,4,9404.11,0.0
782,303,5,1,55145.14,15.0
783,304,15,1,38780.21,10.0
784,305,90,2,9479.51,5.0
785,305,72,1,3049.09,20.0
786,305,66,1,2891.58,10.0
787,306,91,1,19216.8,5.0
788,306,5,1,55145.14,20.0
789,307,31,2,41426.86,0.0
790,308,52,1,11464.42,0.0
791,309,28,2,51188.01,15.0
792,309,43,4,19550.36,0.0
793,310,18,4,39067.76,10.0
794,310,44,1,49431.27,10.0
795,310,51,4,9186.86,15.0
796,311,19,1,5338.31,20.0
797,311,89,3,8490.11,10.0
798,312,7,1,35676.25,10.0
799,312,26,1,44612.14,15.0
800,312,85,4,29027.72,5.0
801,313,36,1,29220.56,20.0
802,313,86,4,19658.07,0.0
803,314,14,3,18638.1,20.0
804,314,16,3,20180.87,5.0
805,314,38,1,45556.45,10.0
806,314,44,2,49431.27,5.0
807,315,12,3,18914.62,20.0
808,316,43,4,19550.36,10.0
809,316,93,3,35451.03,15.0
810,316,70,4,1424.63,20.0
811,317,70,4,1424.63,15.0
812,317,4,2,13786.06,15.0
813,318,43,1,19550.36,10.0
814,318,23,4,30218.35,15.0
815,319,96,2,36347.49,20.0
816,319,2,4,37058.41,15.0
817,320,18,3,39067.76,5.0
818,320,74,3,14704.14,0.0
819,320,24,1,61484.98,20.0
820,321,84,2,48821.23,10.0
