order_id,customer_id,order_date,order_status,shipping_city
196,59,2024-03-14,Processing,Kolkata
197,253,2024-12-17,Delivered,Pune
198,320,2025-12-17,Delivered,Chennai
199,456,2024-11-06,Delivered,Surat
200,64,2024-10-31,Delivered,Nashik
201,441,2025-08-03,Processing,Ahmedabad
202,35,2024-07-26,Delivered,Kolkata
203,366,2025-09-30,Delivered,Bengaluru
204,471,2025-01-14,Delivered,Nagpur
205,217,2025-05-18,Delivered,Pune
206,314,2025-05-02,Delivered,Mumbai
207,396,2025-03-27,Delivered,Surat
208,291,2024-12-03,Delivered,Nagpur
209,466,2024-06-05,Delivered,Jaipur
210,288,2024-05-17,Delivered,Surat
211,93,2024-03-11,Cancelled,Ahmedabad
212,100,2024-10-22,Processing,Nashik
213,208,2025-12-12,Delivered,Nashik
214,292,2025-04-20,Processing,Nashik
215,443,2025-04-07,Delivered,Kolkata
216,67,2024-11-10,Delivered,Hyderabad
217,103,2025-01-25,Returned,Hyderabad
218,240,2025-11-30,Delivered,Surat
219,102,2025-05-30,Delivered,Bengaluru
220,262,2025-10-21,Delivered,Jaipur
221,156,2025-11-14,Processing,Surat
222,456,2024-03-26,Delivered,Surat
223,3,2025-09-01,Delivered,Nagpur
224,362,2025-01-25,Cancelled,Mumbai
225,436,2025-02-18,Delivered,Nashik
226,397,2024-11-20,Delivered,Pune
227,87,2025-12-08,Delivered,Nagpur
228,396,2024-05-18,Delivered,Surat
229,99,2025-12-04,Delivered,Nagpur
230,337,2025-09-25,Shipped,Pune
231,271,2025-08-28,Returned,Hyderabad
232,310,2025-09-06,Cancelled,Jaipur
233,314,2024-04-02,Shipped,Mumbai
234,151,2025-02-02,Delivered,Hyderabad
235,483,2025-10-18,Returned,Nagpur
236,219,2025-05-29,Delivered,Nagpur
237,229,2024-11-29,Delivered,Pune
238,140,2024-09-20,Delivered,Chennai
239,58,2024-03-06,Delivered,Jaipur
240,285,2025-07-23,Delivered,Ahmedabad
241,97,2025-11-10,Delivered,Pune
242,44,2024-01-26,Delivered,Chennai
243,431,2024-05-30,Returned,Kolkata
244,410,2024-06-08,Delivered,Mumbai
245,333,2025-11-14,Returned,Ahmedabad
246,21,2024-06-21,Delivered,Ahmedabad
247,178,2024-04-22,Delivered,Jaipur
248,75,2024-05-22,Delivered,Nagpur
249,183,2025-10-28,Delivered,Nagpur
250,331,2025-04-01,Delivered,Hyderabad
251,254,2025-08-07,Delivered,Mumbai
252,326,2025-09-22,Cancelled,Mumbai
253,64,2024-09-10,Delivered,Nashik
254,236,2024-06-13,Delivered,Chennai
255,311,2025-11-21,Delivered,Kolkata
256,163,2025-07-16,Delivered,Hyderabad
257,212,2024-05-13,Delivered,Chennai
258,93,2025-04-21,Delivered,Ahmedabad
259,82,2024-11-13,Delivered,Jaipur
260,384,2025-06-10,Delivered,Surat
261,358,2025-11-14,Delivered,Jaipur
262,412,2024-03-19,Delivered,Nashik
263,266,2025-01-14,Delivered,Mumbai
264,469,2024-11-14,Returned,Pune
265,50,2024-12-20,Delivered,Mumbai
266,461,2024-11-03,Delivered,Delhi
267,367,2025-03-08,Delivered,Hyderabad
268,360,2025-04-10,Delivered,Surat
269,299,2025-12-17,Delivered,Kolkata
270,248,2025-10-16,Delivered,Chennai
271,359,2024-02-14,Processing,Kolkata
272,360,2025-04-18,Shipped,Surat
273,452,2024-11-08,Delivered,Chennai
274,97,2025-09-17,Delivered,Pune
275,151,2024-09-10,Delivered,Hyderabad
276,390,2025-05-05,Returned,Bengaluru
277,353,2024-09-27,Delivered,Delhi
278,315,2025-08-15,Delivered,Nagpur
279,23,2025-06-21,Delivered,Kolkata
280,267,2024-06-06,Shipped,Nagpur
281,175,2024-04-05,Delivered,Hyderabad
282,187,2025-04-02,Shipped,Hyderabad
283,113,2025-10-15,Delivered,Delhi
284,282,2024-03-21,Returned,Bengaluru
285,402,2024-04-22,Delivered,Bengaluru
286,198,2024-07-31,Delivered,Bengaluru
287,95,2025-10-06,Shipped,Kolkata
288,85,2025-05-31,Delivered,Pune
289,376,2024-09-18,Delivered,Nashik
290,402,2024-04-17,Delivered,Bengaluru
291,125,2024-08-13,Delivered,Delhi
292,354,2025-02-05,Shipped,Bengaluru
293,75,2024-02-21,Delivered,Nagpur
294,121,2025-07-25,Shipped,Pune
295,55,2025-08-18,Delivered,Hyderabad
296,220,2025-08-22,Delivered,Nashik
297,170,2024-09-20,Delivered,Mumbai
298,116,2024-12-07,Delivered,Chennai
299,360,2024-06-24,Shipped,Surat
300,88,2024-08-17,Delivered,Nashik
301,183,2024-04-05,Delivered,Nagpur
302,351,2024-08-09,Delivered,Nagpur
303,451,2024-06-21,Shipped,Hyderabad
304,30,2025-11-09,Delivered,Bengaluru
305,315,2025-04-14,Processing,Nagpur
306,312,2025-12-30,Delivered,Surat
307,221,2025-10-11,Cancelled,Delhi
308,253,2025-07-31,Delivered,Pune
309,381,2024-02-29,Delivered,Ahmedabad
310,291,2024-12-14,Delivered,Nagpur
311,246,2024-10-24,Delivered,Bengaluru
312,382,2025-02-07,Processing,Jaipur
313,495,2024-03-20,Delivered,Nagpur
314,99,2025-08-01,Processing,Nagpur
315,386,2025-12-27,Processing,Mumbai
316,60,2025-10-11,Delivered,Surat
317,65,2024-10-20,Delivered,Delhi
318,412,2025-03-18,Cancelled,Nashik
319,216,2024-09-08,Delivered,Surat
320,308,2024-08-04,Delivered,Chennai
321,112,2024-05-22,Delivered,Nashik
322,315,2025-11-23,Delivered,Nagpur
323,30,2025-08-31,Shipped,Bengaluru
324,336,2024-05-20,Delivered,Surat
325,113,2025-08-15,Delivered,Delhi
326,461,2025-10-28,Delivered,Delhi
327,150,2025-05-09,Processing,Bengaluru
328,211,2024-06-20,Delivered,Hyderabad
329,172,2025-12-05,Delivered,Nashik
330,3,2024-11-09,Delivered,Nagpur
331,350,2024-07-03,Shipped,Mumbai
332,305,2025-07-17,Delivered,Delhi
333,369,2025-09-01,Delivered,Ahmedabad
334,339,2024-01-04,Delivered,Nagpur
335,182,2025-12-26,Delivered,Mumbai
336,105,2024-05-31,Delivered,Ahmedabad
337,365,2025-08-14,Delivered,Delhi
338,71,2024-10-15,Shipped,Kolkata
339,79,2024-09-28,Delivered,Hyderabad
340,87,2024-05-22,Delivered,Nagpur
341,218,2024-12-15,Processing,Mumbai
342,264,2025-04-13,Shipped,Surat
343,68,2025-12-18,Delivered,Chennai
344,327,2024-10-21,Cancelled,Nagpur
345,36,2024-06-28,Shipped,Surat
346,44,2025-07-04,Delivered,Chennai
347,208,2024-12-07,Delivered,Nashik
348,87,2024-05-15,Delivered,Nagpur
349,119,2024-07-30,Shipped,Kolkata
350,106,2025-10-24,Processing,Jaipur
351,319,2024-07-13,Delivered,Hyderabad
352,60,2024-07-04,Delivered,Surat
353,12,2025-11-19,Delivered,Surat
354,465,2024-06-13,Processing,Ahmedabad
355,317,2024-10-18,Delivered,Delhi
356,43,2024-04-28,Delivered,Hyderabad
357,217,2025-07-25,Delivered,Pune
358,197,2025-10-31,Processing,Delhi
359,125,2025-09-11,Delivered,Delhi
360,262,2024-02-06,Processing,Jaipur
361,271,2024-08-11,Delivered,Hyderabad
362,269,2025-07-08,Delivered,Delhi
363,61,2025-07-24,Cancelled,Pune
364,53,2025-06-15,Delivered,Delhi
365,29,2025-10-01,Delivered,Delhi
366,493,2025-06-27,Processing,Pune
367,81,2025-07-01,Delivered,Ahmedabad
368,212,2024-03-27,Delivered,Chennai
369,155,2025-01-02,Delivered,Kolkata
370,253,2025-03-01,Delivered,Pune
371,417,2025-07-28,Cancelled,Ahmedabad
372,400,2024-06-29,Shipped,Nashik
373,145,2025-05-09,Delivered,Pune
374,399,2024-05-17,Shipped,Nagpur
375,227,2025-12-02,Shipped,Kolkata
376,408,2025-11-01,Returned,Surat
377,197,2024-09-13,Delivered,Delhi
378,330,2024-12-11,Returned,Bengaluru
379,112,2024-03-09,Delivered,Nashik
380,308,2025-10-01,Delivered,Chennai
381,259,2025-07-29,Delivered,Hyderabad
382,306,2025-12-16,Cancelled,Bengaluru
383,390,2024-08-07,Shipped,Bengaluru
384,104,2024-09-02,Delivered,Chennai
385,148,2025-04-25,Processing,Nashik
386,474,2024-01-18,Delivered,Bengaluru
387,459,2025-06-03,Delivered,Nagpur
388,303,2024-12-27,Delivered,Nagpur
389,227,2024-09-11,Processing,Kolkata
390,376,2024-01-23,Delivered,Nashik
391,209,2025-11-20,Delivered,Delhi
392,180,2025-07-01,Delivered,Surat
393,263,2025-09-24,Shipped,Kolkata
394,368,2025-10-08,Delivered,Chennai
395,274,2025-01-22,Shipped,Jaipur
396,400,2024-06-28,Delivered,Nashik
397,204,2024-01-20,Returned,Surat
398,222,2025-06-02,Delivered,Bengaluru
399,186,2025-06-27,Delivered,Bengaluru
400,52,2024-12-13,Delivered,Nashik
401,31,2025-04-12,Delivered,Hyderabad
402,9,2025-10-10,Processing,Ahmedabad
403,30,2024-09-12,Delivered,Bengaluru
404,65,2024-04-12,Returned,Delhi
405,85,2025-10-21,Cancelled,Pune
406,414,2024-08-30,Delivered,Bengaluru
407,146,2024-06-03,Delivered,Mumbai
408,94,2024-03-28,Delivered,Jaipur
409,31,2025-12-23,Delivered,Hyderabad
410,16,2024-04-06,Processing,Nashik
411,368,2025-02-27,Shipped,Chennai
412,19,2025-04-05,Cancelled,Hyderabad
413,154,2025-04-11,Delivered,Jaipur
414,470,2025-06-04,Delivered,Mumbai
415,353,2024-09-09,Delivered,Delhi
416,35,2024-05-03,Shipped,Kolkata
417,391,2024-07-09,Delivered,Hyderabad
418,378,2024-06-28,Processing,Bengaluru
419,345,2024-08-29,Shipped,Ahmedabad
420,323,2025-09-17,Delivered,Kolkata
421,441,2025-07-12,Delivered,Ahmedabad
422,377,2024-06-07,Shipped,Delhi
423,326,2025-10-26,Delivered,Mumbai
424,493,2025-02-19,Delivered,Pune
425,170,2025-02-08,Delivered,Mumbai
426,223,2025-03-21,Delivered,Hyderabad
427,463,2024-04-08,Shipped,Hyderabad
428,309,2025-05-07,Shipped,Ahmedabad
429,305,2024-02-24,Delivered,Delhi
430,26,2024-10-25,Delivered,Mumbai
431,499,2024-06-11,Delivered,Hyderabad
432,417,2025-06-26,Delivered,Ahmedabad
433,423,2025-08-28,Delivered,Nagpur
434,19,2025-07-09,Delivered,Hyderabad
435,271,2024-12-30,Delivered,Hyderabad
436,361,2025-11-08,Delivered,Pune
437,480,2025-01-20,Delivered,Surat
438,500,2025-06-22,Delivered,Chennai
439,205,2025-01-11,Delivered,Pune
440,258,2025-11-03,Delivered,Bengaluru
441,279,2024-12-07,Returned,Nagpur
442,257,2024-11-24,Delivered,Delhi
443,213,2024-06-07,Delivered,Ahmedabad
444,294,2024-01-01,Delivered,Bengaluru
445,184,2025-07-15,Shipped,Nashik
446,355,2024-01-24,Delivered,Hyderabad
447,488,2024-04-22,Cancelled,Chennai
448,484,2024-05-02,Delivered,Nashik
449,98,2024-08-26,Delivered,Mumbai
450,155,2024-10-27,Shipped,Kolkata
451,77,2024-06-17,Cancelled,Delhi
452,473,2024-12-31,Shipped,Delhi
453,247,2025-09-12,Returned,Hyderabad
454,404,2024-06-12,Delivered,Chennai
455,175,2024-07-01,Delivered,Hyderabad
456,320,2025-03-01,Returned,Chennai
457,5,2025-12-23,Delivered,Delhi
458,171,2025-04-11,Processing,Nagpur
459,201,2025-11-12,Delivered,Ahmedabad
460,190,2025-01-20,Processing,Jaipur
461,113,2024-08-09,Delivered,Delhi
462,121,2025-12-20,Returned,Pune
463,460,2025-10-23,Shipped,Nashik
464,481,2024-07-15,Delivered,Pune
465,319,2025-02-03,Delivered,Hyderabad
466,88,2025-01-04,Delivered,Nashik
467,207,2024-10-25,Shipped,Nagpur
468,404,2024-08-31,Delivered,Chennai
469,264,2024-04-02,Delivered,Surat
470,267,2025-09-12,Delivered,Nagpur
471,29,2024-06-15,Shipped,Delhi
472,493,2025-02-08,Delivered,Pune
473,489,2024-08-18,Delivered,Ahmedabad
474,128,2025-04-23,Delivered,Chennai
475,344,2024-02-17,Delivered,Chennai
476,462,2025-02-28,Delivered,Bengaluru
477,12,2025-09-11,Delivered,Surat
478,260,2025-03-18,Delivered,Chennai
479,338,2024-11-19,Delivered,Mumbai
480,226,2025-08-09,Cancelled,Jaipur
481,64,2024-01-09,Delivered,Nashik
482,297,2025-10-21,Delivered,Ahmedabad
483,341,2024-04-19,Delivered,Delhi
484,405,2025-04-26,Shipped,Ahmedabad
485,99,2025-03-13,Returned,Nagpur
486,436,2024-12-26,Delivered,Nashik
487,461,2024-12-14,Delivered,Delhi
488,371,2024-06-12,Delivered,Kolkata
489,53,2024-09-14,Shipped,Delhi
490,180,2024-01-14,Delivered,Surat
491,272,2025-04-15,Delivered,Chennai
492,316,2025-07-20,Processing,Nashik
493,111,2025-06-03,Delivered,Nagpur
494,433,2024-12-12,Delivered,Pune
495,348,2024-06-28,Delivered,Surat
496,433,2024-06-12,Delivered,Pune
497,82,2024-10-29,Delivered,Jaipur
498,70,2025-08-24,Cancelled,Jaipur
499,218,2024-05-26,Cancelled,Mumbai
500,267,2024-01-14,Cancelled,Nagpur
501,260,2025-11-25,Delivered,Chennai
502,437,2025-07-11,Returned,Delhi
503,99,2025-10-23,Returned,Nagpur
504,96,2025-02-05,Delivered,Surat
505,34,2025-09-12,Delivered,Jaipur
506,470,2025-03-24,Delivered,Mumbai
507,320,2025-02-21,Delivered,Chennai
508,332,2025-06-24,Delivered,Chennai
509,352,2025-06-16,Processing,Nashik
510,262,2024-12-10,Delivered,Jaipur
511,273,2024-08-15,Returned,Ahmedabad
512,66,2025-06-19,Delivered,Bengaluru
513,485,2024-05-07,Delivered,Delhi
514,365,2024-12-04,Cancelled,Delhi
515,261,2025-06-19,Delivered,Ahmedabad
516,474,2025-09-19,Delivered,Bengaluru
517,100,2025-09-13,Delivered,Nashik
518,295,2025-03-27,Cancelled,Hyderabad
519,63,2024-07-07,Shipped,Nagpur
520,323,2025-12-21,Delivered,Kolkata
521,226,2024-03-05,Delivered,Jaipur
522,429,2024-09-05,Delivered,Ahmedabad
523,208,2024-12-12,Shipped,Nashik
524,71,2024-07-27,Delivered,Kolkata
525,13,2025-09-09,Delivered,Pune
526,159,2025-09-07,Delivered,Nagpur
527,401,2025-11-26,Delivered,Delhi
528,95,2024-03-25,Cancelled,Kolkata
529,345,2024-12-23,Delivered,Ahmedabad
530,136,2024-04-21,Shipped,Nashik
531,67,2024-02-04,Delivered,Hyderabad
532,228,2024-04-12,Delivered,Surat
533,346,2024-10-29,Delivered,Jaipur
534,135,2024-07-23,Delivered,Nagpur
535,343,2025-03-24,Delivered,Hyderabad
536,165,2025-04-20,Delivered,Ahmedabad
537,207,2024-01-11,Delivered,Nagpur
538,168,2024-11-29,Delivered,Surat
539,383,2025-08-14,Delivered,Kolkata
540,424,2025-01-22,Delivered,Nashik
541,73,2024-01-16,Delivered,Pune
542,379,2024-09-08,Delivered,Hyderabad
543,370,2024-03-14,Shipped,Jaipur
544,417,2025-11-18,Delivered,Ahmedabad
545,490,2025-03-15,Shipped,Jaipur
546,452,2024-07-26,Shipped,Chennai
547,251,2025-04-06,Cancelled,Kolkata
548,492,2025-12-17,Delivered,Surat
549,184,2024-11-20,Delivered,Nashik
550,269,2024-04-17,Delivered,Delhi
551,46,2025-12-21,Delivered,Jaipur
552,39,2024-11-26,Processing,Nagpur
553,257,2024-08-24,Delivered,Delhi
554,76,2025-12-14,Delivered,Nashik
555,10,2024-04-05,Delivered,Jaipur
556,363,2025-11-21,Delivered,Nagpur
557,395,2025-01-02,Delivered,Kolkata
558,274,2024-11-05,Cancelled,Jaipur
559,366,2025-01-01,Returned,Bengaluru
560,487,2024-07-07,Delivered,Hyderabad
561,364,2025-09-19,Delivered,Nashik
562,65,2024-07-23,Processing,Delhi
563,432,2024-10-11,Delivered,Surat
564,456,2025-12-13,Delivered,Surat
565,354,2024-08-08,Delivered,Bengaluru
566,202,2024-10-13,Delivered,Jaipur
567,358,2025-05-11,Delivered,Jaipur
568,254,2025-05-07,Delivered,Mumbai
569,254,2024-09-16,Delivered,Mumbai
570,152,2025-06-07,Delivered,Chennai
571,327,2024-09-20,Processing,Nagpur
572,28,2025-02-21,Delivered,Nashik
573,21,2025-10-19,Delivered,Ahmedabad
574,371,2024-01-29,Delivered,Kolkata
575,277,2024-03-31,Delivered,Pune
576,340,2025-06-29,Delivered,Nashik
577,149,2025-08-12,Cancelled,Delhi
578,114,2025-03-18,Shipped,Bengaluru
579,208,2025-06-04,Returned,Nashik
580,245,2024-09-06,Delivered,Delhi
581,56,2025-01-13,Delivered,Chennai
582,391,2024-05-09,Delivered,Hyderabad
583,174,2024-01-11,Cancelled,Bengaluru
584,303,2024-07-12,Delivered,Nagpur
585,473,2024-03-20,Delivered,Delhi
586,168,2024-07-18,Delivered,Surat
587,177,2024-07-22,Delivered,Ahmedabad
588,457,2024-10-03,Delivered,Pune
589,491,2024-09-04,Delivered,Kolkata
590,164,2024-03-06,Delivered,Chennai
591,113,2024-05-27,Shipped,Delhi
592,300,2025-12-24,Cancelled,Surat
593,23,2025-01-03,Delivered,Kolkata
594,467,2024-08-17,Shipped,Kolkata
595,35,2025-07-12,Processing,Kolkata
596,240,2025-10-15,Delivered,Surat
597,61,2025-07-13,Processing,Pune
598,383,2024-08-13,Cancelled,Kolkata
599,247,2024-03-09,Returned,Hyderabad
600,223,2025-07-16,Delivered,Hyderabad
601,139,2025-04-24,Delivered,Hyderabad
602,335,2025-07-16,Shipped,Kolkata
603,402,2025-03-15,Processing,Bengaluru
604,175,2024-03-12,Delivered,Hyderabad
605,490,2024-10-29,Delivered,Jaipur
606,330,2024-11-23,Delivered,Bengaluru
607,486,2024-10-13,Delivered,Bengaluru
608,25,2025-10-03,Delivered,Pune
609,431,2025-10-14,Delivered,Kolkata
610,379,2024-08-27,Delivered,Hyderabad
611,26,2024-10-31,Delivered,Mumbai
612,188,2025-01-01,Delivered,Chennai
613,384,2024-09-13,Delivered,Surat
614,276,2024-10-28,Processing,Surat
615,483,2024-07-06,Returned,Nagpur
616,4,2025-07-26,Returned,Nashik
617,290,2025-09-03,Delivered,Mumbai
618,464,2025-01-19,Delivered,Chennai
619,114,2025-08-20,Delivered,Bengaluru
620,159,2024-07-11,Cancelled,Nagpur
621,471,2024-03-25,Delivered,Nagpur
622,192,2025-06-10,Delivered,Surat
623,169,2025-03-12,Processing,Pune
624,7,2024-02-19,Delivered,Hyderabad
625,148,2024-07-07,Delivered,Nashik
626,190,2024-03-27,Cancelled,Jaipur
627,131,2025-10-15,Delivered,Kolkata
628,131,2024-08-23,Delivered,Kolkata
629,167,2025-06-08,Delivered,Kolkata
630,236,2024-04-24,Delivered,Chennai
631,361,2025-12-30,Delivered,Pune
632,158,2025-09-28,Delivered,Mumbai
633,386,2025-11-04,Delivered,Mumbai
634,450,2024-03-24,Cancelled,Bengaluru
635,328,2025-11-22,Delivered,Nashik
636,164,2024-09-16,Delivered,Chennai
637,369,2024-10-30,Delivered,Ahmedabad
638,276,2025-10-17,Delivered,Surat
639,239,2025-05-29,Delivered,Kolkata
640,296,2024-01-29,Delivered,Chennai
641,52,2024-09-04,Delivered,Nashik
642,223,2024-03-09,Cancelled,Hyderabad
643,445,2025-06-30,Processing,Pune
644,245,2024-04-09,Delivered,Delhi
645,470,2024-09-25,Delivered,Mumbai
